2025-11-09 21:39:14,607 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-11-09 21:39:14,623 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-11-09 21:39:14,625 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2025-11-09 21:39:14,626 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2025-11-09 21:39:14,662 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2025-11-09 21:39:14,662 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2025-11-09 21:39:14,773 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2025-11-09 22:34:38,235 INFO  SwAddin.cs: 271 - Assembly export called for file 20251109_linkage_with_arm_with_sABD.SLDASM
2025-11-09 22:34:41,774 INFO  SwAddin.cs: 290 - Saving assembly
2025-11-09 22:34:41,951 INFO  SwAddin.cs: 293 - Opening property manager
2025-11-09 22:34:41,960 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 20251109_linkage_with_arm_with_sABD.SLDASM
2025-11-09 22:34:41,984 INFO  ExportHelperExtension.cs: 1142 - Found 58 in 20251109_linkage_with_arm_with_sABD.SLDASM
2025-11-09 22:34:41,984 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [CoordSys] in 20251109_linkage_with_arm_with_sABD.SLDASM
2025-11-09 22:34:41,985 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2025-11-09 22:34:41,986 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2025-11-09 22:34:41,987 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 切削后版本-1
2025-11-09 22:34:41,987 INFO  ExportHelperExtension.cs: 1142 - Found 68 in 切削后版本-1
2025-11-09 22:34:41,988 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 切削后版本-1
2025-11-09 22:34:41,988 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 手臂組合件1109 - 上臂-1
2025-11-09 22:34:41,988 INFO  ExportHelperExtension.cs: 1142 - Found 61 in 手臂組合件1109 - 上臂-1
2025-11-09 22:34:41,989 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 手臂組合件1109 - 上臂-1
2025-11-09 22:34:41,989 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 手臂組合件1109 - 前臂-1
2025-11-09 22:34:41,990 INFO  ExportHelperExtension.cs: 1142 - Found 53 in 手臂組合件1109 - 前臂-1
2025-11-09 22:34:41,990 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 手臂組合件1109 - 前臂-1
2025-11-09 22:34:41,990 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from SABDADD滑塊-1
2025-11-09 22:34:41,990 INFO  ExportHelperExtension.cs: 1142 - Found 31 in SABDADD滑塊-1
